grid_lat,grid_lon,compound_count_total,mean_integrated_severity,compound_count_annual_mean,mean_overlap_duration,mean_full_criterion_duration,mean_compound_intensity_norm,thr_hs_abs,thr_zos_abs,hat_m,Hazard_Frequency,Hazard_Severity,Hazard_Index_raw,Hazard_Index
-13.400000,-38.600006,1,0.218200,0.030000,2.000000,2.000000,0.128200,1.600000,0.336075,1.347042,0.010204,0.230096,0.120150,0.122653
-13.400000,-38.399994,1,0.207800,0.030000,7.000000,2.000000,0.126200,1.690000,0.321755,1.350069,0.010204,0.219129,0.114667,0.117055
-13.200000,-38.600006,1,0.106300,0.030000,1.000000,1.000000,0.134400,1.544000,0.355094,1.351313,0.010204,0.112095,0.061150,0.062424
-13.200000,-38.399994,1,0.223500,0.030000,2.000000,2.000000,0.134600,1.650000,0.332740,1.350203,0.010204,0.235685,0.122944,0.125506
-13.200000,-38.200012,1,0.204500,0.030000,7.000000,2.000000,0.127100,1.710000,0.316887,1.350511,0.010204,0.215649,0.112927,0.115279
-13.200000,-38.000000,1,0.075300,0.030000,5.000000,1.000000,0.050700,1.760000,0.305610,1.350577,0.010204,0.079405,0.044805,0.045738
-13.000000,-38.399994,1,0.105300,0.030000,1.000000,1.000000,0.128900,1.520000,0.361607,1.348136,0.010204,0.111041,0.060622,0.061885
-13.000000,-38.200012,1,0.164100,0.030000,2.000000,2.000000,0.097400,1.660000,0.334849,1.348924,0.010204,0.173047,0.091625,0.093534
-13.000000,-38.000000,1,0.061500,0.030000,6.000000,1.000000,0.044500,1.730000,0.313425,1.349592,0.010204,0.064853,0.037528,0.038310
-13.000000,-37.799988,1,0.018500,0.030000,5.000000,1.000000,0.036100,1.780000,0.299842,1.350038,0.010204,0.019509,0.014856,0.015166
-12.800000,-38.000000,1,0.035500,0.030000,1.000000,1.000000,0.014700,1.670000,0.332342,1.349560,0.010204,0.037435,0.023820,0.024316
-12.800000,-37.799988,1,0.018700,0.030000,6.000000,1.000000,0.036300,1.750000,0.308603,1.349639,0.010204,0.019719,0.014962,0.015273
-12.600000,-37.799988,0,0.000000,0.000000,,,,1.690000,0.326460,1.349527,0.000000,0.000000,0.000000,0.000000
-12.600000,-37.600006,0,0.000000,0.000000,,,,1.780000,0.302902,1.351438,0.000000,0.000000,0.000000,0.000000
-12.400000,-37.799988,0,0.000000,0.000000,,,,1.430000,0.344245,1.373806,0.000000,0.000000,0.000000,0.000000
-12.400000,-37.600006,0,0.000000,0.000000,,,,1.720000,0.317787,1.352773,0.000000,0.000000,0.000000,0.000000
-12.400000,-37.399994,0,0.000000,0.000000,,,,1.810000,0.295176,1.354573,0.000000,0.000000,0.000000,0.000000
-12.200000,-37.600006,0,0.000000,0.000000,,,,1.590000,0.335733,1.360619,0.000000,0.000000,0.000000,0.000000
-12.200000,-37.399994,0,0.000000,0.000000,,,,1.760000,0.307600,1.356948,0.000000,0.000000,0.000000,0.000000
-12.000000,-37.399994,0,0.000000,0.000000,,,,1.710000,0.323159,1.359817,0.000000,0.000000,0.000000,0.000000
-12.000000,-37.200012,0,0.000000,0.000000,,,,1.810000,0.298409,1.360825,0.000000,0.000000,0.000000,0.000000
-11.800000,-37.399994,0,0.000000,0.000000,,,,1.610000,0.335567,1.370144,0.000000,0.000000,0.000000,0.000000
-11.800000,-37.200012,0,0.000000,0.000000,,,,1.770000,0.309568,1.363171,0.000000,0.000000,0.000000,0.000000
-11.600000,-37.399994,0,0.000000,0.000000,,,,1.490000,0.345132,1.602126,0.000000,0.000000,0.000000,0.000000
-11.600000,-37.200012,0,0.000000,0.000000,,,,1.670000,0.325711,1.365042,0.000000,0.000000,0.000000,0.000000
-11.600000,-37.000000,0,0.000000,0.000000,,,,1.810000,0.304023,1.365911,0.000000,0.000000,0.000000,0.000000
-11.400000,-37.200012,0,0.000000,0.000000,,,,1.500000,0.339389,1.388061,0.000000,0.000000,0.000000,0.000000
-11.400000,-37.000000,0,0.000000,0.000000,,,,1.770000,0.318335,1.367612,0.000000,0.000000,0.000000,0.000000
-11.400000,-36.799988,0,0.000000,0.000000,,,,1.840000,0.299890,1.368654,0.000000,0.000000,0.000000,0.000000
-11.200000,-37.000000,0,0.000000,0.000000,,,,1.620000,0.335181,1.376672,0.000000,0.000000,0.000000,0.000000
-11.200000,-36.799988,0,0.000000,0.000000,,,,1.800000,0.314188,1.370282,0.000000,0.000000,0.000000,0.000000
-11.000000,-37.000000,0,0.000000,0.000000,,,,1.180000,0.347594,1.390123,0.000000,0.000000,0.000000,0.000000
-11.000000,-36.799988,0,0.000000,0.000000,,,,1.760000,0.333410,1.374372,0.000000,0.000000,0.000000,0.000000
-11.000000,-36.600006,0,0.000000,0.000000,,,,1.820000,0.314915,1.372764,0.000000,0.000000,0.000000,0.000000
-10.800000,-36.799988,0,0.000000,0.000000,,,,1.350000,0.349729,1.392731,0.000000,0.000000,0.000000,0.000000
-10.800000,-36.600006,0,0.000000,0.000000,,,,1.710000,0.335536,1.394202,0.000000,0.000000,0.000000,0.000000
-10.800000,-36.399994,0,0.000000,0.000000,,,,1.810000,0.316753,1.377530,0.000000,0.000000,0.000000,0.000000
-10.800000,-36.200012,0,0.000000,0.000000,,,,1.870000,0.298323,1.378938,0.000000,0.000000,0.000000,0.000000
-10.600000,-36.600006,0,0.000000,0.000000,,,,1.500000,0.354631,1.422749,0.000000,0.000000,0.000000,0.000000
-10.600000,-36.399994,0,0.000000,0.000000,,,,1.690000,0.341647,1.388460,0.000000,0.000000,0.000000,0.000000
-10.600000,-36.200012,0,0.000000,0.000000,,,,1.810000,0.319668,1.383781,0.000000,0.000000,0.000000,0.000000
-10.600000,-36.000000,0,0.000000,0.000000,,,,1.890000,0.296940,1.384103,0.000000,0.000000,0.000000,0.000000
-10.400000,-36.200012,0,0.000000,0.000000,,,,1.560000,0.333720,1.416001,0.000000,0.000000,0.000000,0.000000
-10.400000,-36.000000,0,0.000000,0.000000,,,,1.820000,0.315683,1.388901,0.000000,0.000000,0.000000,0.000000
-10.400000,-35.799988,0,0.000000,0.000000,,,,1.900000,0.292982,1.389181,0.000000,0.000000,0.000000,0.000000
-10.200000,-36.000000,0,0.000000,0.000000,,,,1.640000,0.331763,1.411976,0.000000,0.000000,0.000000,0.000000
-10.200000,-35.799988,0,0.000000,0.000000,,,,1.850000,0.309885,1.392141,0.000000,0.000000,0.000000,0.000000
-10.200000,-35.600006,0,0.000000,0.000000,,,,1.910000,0.288784,1.393638,0.000000,0.000000,0.000000,0.000000
-10.000000,-35.799988,0,0.000000,0.000000,,,,1.640000,0.325988,1.405856,0.000000,0.000000,0.000000,0.000000
-10.000000,-35.600006,0,0.000000,0.000000,,,,1.860000,0.305764,1.396168,0.000000,0.000000,0.000000,0.000000
-10.000000,-35.399994,0,0.000000,0.000000,,,,1.930000,0.284462,1.398335,0.000000,0.000000,0.000000,0.000000
-9.800000,-35.799988,0,0.000000,0.000000,,,,1.740000,0.335752,1.436392,0.000000,0.000000,0.000000,0.000000
-9.800000,-35.600006,0,0.000000,0.000000,,,,1.790000,0.320581,1.418245,0.000000,0.000000,0.000000,0.000000
-9.800000,-35.399994,0,0.000000,0.000000,,,,1.870000,0.300485,1.403642,0.000000,0.000000,0.000000,0.000000
-9.600000,-35.600006,0,0.000000,0.000000,,,,1.310000,0.329686,1.525435,0.000000,0.000000,0.000000,0.000000
-9.600000,-35.399994,0,0.000000,0.000000,,,,1.740000,0.314182,1.439302,0.000000,0.000000,0.000000,0.000000
-9.600000,-35.200012,0,0.000000,0.000000,,,,1.850000,0.292354,1.407447,0.000000,0.000000,0.000000,0.000000
-9.400000,-35.399994,0,0.000000,0.000000,,,,1.250000,0.323708,1.505995,0.000000,0.000000,0.000000,0.000000
-9.400000,-35.200012,0,0.000000,0.000000,,,,1.760000,0.302802,1.442442,0.000000,0.000000,0.000000,0.000000
-9.400000,-35.000000,0,0.000000,0.000000,,,,1.890000,0.279882,1.408616,0.000000,0.000000,0.000000,0.000000
-9.200000,-35.200012,0,0.000000,0.000000,,,,1.510000,0.312326,1.488888,0.000000,0.000000,0.000000,0.000000
-9.200000,-35.000000,0,0.000000,0.000000,,,,1.820000,0.291298,1.427484,0.000000,0.000000,0.000000,0.000000
-9.200000,-34.799988,0,0.000000,0.000000,,,,1.940000,0.268426,1.414111,0.000000,0.000000,0.000000,0.000000
-9.000000,-35.000000,0,0.000000,0.000000,,,,1.740000,0.300754,1.441883,0.000000,0.000000,0.000000,0.000000
-9.000000,-34.799988,0,0.000000,0.000000,,,,1.900000,0.277685,1.417307,0.000000,0.000000,0.000000,0.000000
-8.800000,-35.000000,0,0.000000,0.000000,,,,1.610000,0.307443,1.461161,0.000000,0.000000,0.000000,0.000000
-8.800000,-34.799988,0,0.000000,0.000000,,,,1.860000,0.284474,1.421714,0.000000,0.000000,0.000000,0.000000
-8.600000,-34.799988,0,0.000000,0.000000,,,,1.810000,0.290891,1.436247,0.000000,0.000000,0.000000,0.000000
-8.600000,-34.600006,1,0.008400,0.030000,7.000000,1.000000,0.123500,1.960000,0.267868,1.424191,0.010204,0.008858,0.009531,0.009730
-8.400000,-34.799988,0,0.000000,0.000000,,,,1.630000,0.296444,1.448603,0.000000,0.000000,0.000000,0.000000
-8.400000,-34.600006,1,0.013700,0.030000,8.000000,1.000000,0.119300,1.910000,0.271602,1.429391,0.010204,0.014447,0.012325,0.012582
-8.200000,-34.799988,0,0.000000,0.000000,,,,1.720000,0.301650,1.464965,0.000000,0.000000,0.000000,0.000000
-8.200000,-34.600006,1,0.017500,0.030000,6.000000,1.000000,0.109200,1.870000,0.276632,1.436222,0.010204,0.018454,0.014329,0.014628
-8.000000,-34.799988,0,0.000000,0.000000,,,,1.600000,0.303502,1.481607,0.000000,0.000000,0.000000,0.000000
-8.000000,-34.600006,1,0.020000,0.030000,6.000000,1.000000,0.102400,1.810000,0.280099,1.459484,0.010204,0.021090,0.015647,0.015973
-8.000000,-34.399994,0,0.000000,0.000000,,,,1.980000,0.258550,1.445025,0.000000,0.000000,0.000000,0.000000
-7.800000,-34.799988,0,0.000000,0.000000,,,,1.460000,0.304390,1.506723,0.000000,0.000000,0.000000,0.000000
-7.800000,-34.600006,1,0.021600,0.030000,7.000000,1.000000,0.080800,1.700000,0.282453,1.478786,0.010204,0.022778,0.016491,0.016834
-7.800000,-34.399994,0,0.000000,0.000000,,,,1.970000,0.260060,1.453005,0.000000,0.000000,0.000000,0.000000
-7.600000,-34.799988,1,0.025500,0.030000,5.000000,1.000000,0.004800,1.180000,0.302577,1.572820,0.010204,0.026890,0.018547,0.018934
-7.600000,-34.600006,1,0.022200,0.030000,5.000000,1.000000,0.049000,1.560000,0.283730,1.495883,0.010204,0.023410,0.016807,0.017157
-7.600000,-34.399994,0,0.000000,0.000000,,,,1.960000,0.260493,1.457574,0.000000,0.000000,0.000000,0.000000
-7.400000,-34.600006,1,0.034300,0.030000,3.000000,1.000000,0.053800,1.630000,0.280675,1.500972,0.010204,0.036170,0.023187,0.023670
-7.400000,-34.399994,0,0.000000,0.000000,,,,1.960000,0.258455,1.462508,0.000000,0.000000,0.000000,0.000000
-7.200000,-34.600006,1,0.041700,0.030000,4.000000,1.000000,0.058400,1.720000,0.273220,1.504667,0.010204,0.043973,0.027089,0.027653
-7.200000,-34.399994,0,0.000000,0.000000,,,,1.960000,0.252366,1.468047,0.000000,0.000000,0.000000,0.000000
-7.000000,-34.799988,0,0.000000,0.000000,,,,1.190000,0.286656,1.546305,0.000000,0.000000,0.000000,0.000000
-7.000000,-34.600006,1,0.039200,0.030000,3.000000,1.000000,0.046800,1.810000,0.269965,1.490822,0.010204,0.041337,0.025771,0.026307
-7.000000,-34.399994,0,0.000000,0.000000,,,,1.964000,0.255742,1.474373,0.000000,0.000000,0.000000,0.000000
-6.800000,-34.799988,1,0.029400,0.030000,3.000000,1.000000,0.033000,1.240000,0.281148,1.525076,0.010204,0.031003,0.020603,0.021033
-6.800000,-34.600006,0,0.000000,0.000000,,,,1.890000,0.264126,1.483497,0.000000,0.000000,0.000000,0.000000
-6.600000,-34.799988,1,0.053900,0.030000,3.000000,1.000000,0.026000,1.620000,0.278639,1.505313,0.010204,0.056839,0.033521,0.034220
-6.600000,-34.600006,0,0.000000,0.000000,,,,1.910000,0.256825,1.486998,0.000000,0.000000,0.000000,0.000000
-6.400000,-34.799988,1,0.066200,0.030000,3.000000,1.000000,0.035300,1.770000,0.276355,1.497272,0.010204,0.069809,0.040007,0.040840
-6.400000,-34.600006,1,0.066200,0.030000,3.000000,1.000000,0.033000,1.960000,0.258015,1.491658,0.010204,0.069809,0.040007,0.040840
-6.200000,-35.000000,1,0.046600,0.030000,3.000000,1.000000,0.007500,1.280000,0.287636,1.519458,0.010204,0.049141,0.029672,0.030290
-6.200000,-34.799988,1,0.066200,0.030000,3.000000,1.000000,0.033000,1.840000,0.268346,1.497613,0.010204,0.069809,0.040007,0.040840
-6.200000,-34.600006,0,0.000000,0.000000,,,,2.000000,0.253993,1.496253,0.000000,0.000000,0.000000,0.000000
-6.000000,-35.000000,1,0.058800,0.030000,3.000000,1.000000,0.021400,1.650000,0.286105,1.516990,0.010204,0.062006,0.036105,0.036857
-6.000000,-34.799988,1,0.066200,0.030000,3.000000,1.000000,0.030700,1.910000,0.267097,1.503050,0.010204,0.069809,0.040007,0.040840
-5.800000,-35.000000,1,0.076000,0.030000,3.000000,1.000000,0.035300,1.670000,0.282479,1.509022,0.010204,0.080143,0.045174,0.046115
-5.800000,-34.799988,1,0.073500,0.030000,3.000000,1.000000,0.033000,1.960000,0.259696,1.506931,0.010204,0.077507,0.043856,0.044769
-5.600000,-35.000000,1,0.083300,0.030000,3.000000,1.000000,0.042200,1.780000,0.276376,1.513292,0.010204,0.087841,0.049023,0.050044
-5.600000,-34.799988,0,0.000000,0.000000,,,,2.010000,0.255109,1.511965,0.000000,0.000000,0.000000,0.000000
-5.400000,-35.200012,0,0.000000,0.000000,,,,1.780000,0.279171,1.605680,0.000000,0.000000,0.000000,0.000000
-5.400000,-35.000000,1,0.088200,0.030000,3.000000,1.000000,0.046800,1.940000,0.266148,1.520551,0.010204,0.093009,0.051606,0.052681
-5.400000,-34.799988,0,0.000000,0.000000,,,,2.050000,0.250165,1.516327,0.000000,0.000000,0.000000,0.000000
-5.200000,-35.399994,0,0.000000,0.000000,,,,1.650000,0.261810,1.738510,0.000000,0.000000,0.000000,0.000000
-5.200000,-35.200012,0,0.000000,0.000000,,,,1.820000,0.258816,1.594263,0.000000,0.000000,0.000000,0.000000
-5.200000,-35.000000,1,0.088200,0.030000,3.000000,1.000000,0.046800,2.000000,0.255318,1.530478,0.010204,0.093009,0.051606,0.052681
-5.000000,-36.600006,0,0.000000,0.000000,,,,1.260000,0.274696,1.840329,0.000000,0.000000,0.000000,0.000000
-5.000000,-36.200012,0,0.000000,0.000000,,,,1.210000,0.259894,1.970770,0.000000,0.000000,0.000000,0.000000
-5.000000,-35.600006,0,0.000000,0.000000,,,,1.560000,0.253028,1.697200,0.000000,0.000000,0.000000,0.000000
-5.000000,-35.399994,0,0.000000,0.000000,,,,1.730000,0.249514,1.649420,0.000000,0.000000,0.000000,0.000000
-5.000000,-35.200012,0,0.000000,0.000000,,,,1.894000,0.243809,1.587488,0.000000,0.000000,0.000000,0.000000
-5.000000,-35.000000,0,0.000000,0.000000,,,,2.020000,0.233161,1.545186,0.000000,0.000000,0.000000,0.000000
-4.800000,-37.200012,0,0.000000,0.000000,,,,1.570000,0.303670,2.560722,0.000000,0.000000,0.000000,0.000000
-4.800000,-37.000000,0,0.000000,0.000000,,,,1.600000,0.287392,1.806893,0.000000,0.000000,0.000000,0.000000
-4.800000,-36.799988,0,0.000000,0.000000,,,,1.670000,0.278437,1.737330,0.000000,0.000000,0.000000,0.000000
-4.800000,-36.600006,0,0.000000,0.000000,,,,1.710000,0.270272,1.683603,0.000000,0.000000,0.000000,0.000000
-4.800000,-36.399994,0,0.000000,0.000000,,,,1.720000,0.265168,1.627938,0.000000,0.000000,0.000000,0.000000
-4.800000,-36.200012,0,0.000000,0.000000,,,,1.730000,0.260402,1.615296,0.000000,0.000000,0.000000,0.000000
-4.800000,-36.000000,0,0.000000,0.000000,,,,1.740000,0.254793,1.610028,0.000000,0.000000,0.000000,0.000000
-4.800000,-35.799988,0,0.000000,0.000000,,,,1.780000,0.250103,1.612341,0.000000,0.000000,0.000000,0.000000
-4.800000,-35.600006,0,0.000000,0.000000,,,,1.840000,0.244513,1.618963,0.000000,0.000000,0.000000,0.000000
-4.800000,-35.399994,0,0.000000,0.000000,,,,1.920000,0.241009,1.603576,0.000000,0.000000,0.000000,0.000000
-4.600000,-37.399994,0,0.000000,0.000000,,,,1.360000,0.302927,1.853448,0.000000,0.000000,0.000000,0.000000
-4.600000,-37.200012,0,0.000000,0.000000,,,,1.710000,0.290823,1.780435,0.000000,0.000000,0.000000,0.000000
-4.600000,-37.000000,0,0.000000,0.000000,,,,1.830000,0.281652,1.678176,0.000000,0.000000,0.000000,0.000000
-4.600000,-36.799988,0,0.000000,0.000000,,,,1.870000,0.275912,1.631472,0.000000,0.000000,0.000000,0.000000
-4.600000,-36.600006,0,0.000000,0.000000,,,,1.880000,0.269258,1.626712,0.000000,0.000000,0.000000,0.000000
-4.600000,-36.000000,0,0.000000,0.000000,,,,1.900000,0.251411,1.610290,0.000000,0.000000,0.000000,0.000000
-4.400000,-37.600006,0,0.000000,0.000000,,,,1.550000,0.304831,1.858766,0.000000,0.000000,0.000000,0.000000
-4.400000,-37.399994,0,0.000000,0.000000,,,,1.770000,0.292583,1.779353,0.000000,0.000000,0.000000,0.000000
-4.400000,-37.200012,0,0.000000,0.000000,,,,1.860000,0.285390,1.666838,0.000000,0.000000,0.000000,0.000000
-4.400000,-37.000000,0,0.000000,0.000000,,,,1.910000,0.278722,1.636325,0.000000,0.000000,0.000000,0.000000
-4.200000,-37.799988,0,0.000000,0.000000,,,,1.440000,0.302333,1.854103,0.000000,0.000000,0.000000,0.000000
-4.200000,-37.600006,0,0.000000,0.000000,,,,1.690000,0.294261,1.782573,0.000000,0.000000,0.000000,0.000000
-4.200000,-37.399994,0,0.000000,0.000000,,,,1.880000,0.287046,1.690868,0.000000,0.000000,0.000000,0.000000
-4.200000,-32.600006,0,0.000000,0.000000,,,,2.120000,0.191014,1.490892,0.000000,0.000000,0.000000,0.000000
-4.200000,-32.399994,0,0.000000,0.000000,,,,2.100000,0.189782,1.484970,0.000000,0.000000,0.000000,0.000000
-4.200000,-32.200012,0,0.000000,0.000000,,,,2.130000,0.188994,1.479976,0.000000,0.000000,0.000000,0.000000
-4.000000,-38.000000,0,0.000000,0.000000,,,,1.520000,0.299081,1.836123,0.000000,0.000000,0.000000,0.000000
-4.000000,-37.799988,0,0.000000,0.000000,,,,1.660000,0.291603,1.772287,0.000000,0.000000,0.000000,0.000000
-4.000000,-37.600006,0,0.000000,0.000000,,,,1.850000,0.286349,1.693911,0.000000,0.000000,0.000000,0.000000
-4.000000,-32.799988,0,0.000000,0.000000,,,,2.140000,0.186986,1.500969,0.000000,0.000000,0.000000,0.000000
-4.000000,-32.600006,0,0.000000,0.000000,,,,2.110000,0.185238,1.493792,0.000000,0.000000,0.000000,0.000000
-4.000000,-32.399994,0,0.000000,0.000000,,,,2.080000,0.184024,1.487338,0.000000,0.000000,0.000000,0.000000
-4.000000,-32.200012,0,0.000000,0.000000,,,,2.120000,0.183355,1.482734,0.000000,0.000000,0.000000,0.000000
-4.000000,-32.000000,0,0.000000,0.000000,,,,2.150000,0.182195,1.477778,0.000000,0.000000,0.000000,0.000000
-3.800000,-38.200012,0,0.000000,0.000000,,,,1.560000,0.292145,1.806007,0.000000,0.000000,0.000000,0.000000
-3.800000,-38.000000,0,0.000000,0.000000,,,,1.720000,0.288368,1.755204,0.000000,0.000000,0.000000,0.000000
-3.800000,-32.799988,0,0.000000,0.000000,,,,2.070000,0.181734,1.505154,0.000000,0.000000,0.000000,0.000000
-3.800000,-32.600006,0,0.000000,0.000000,,,,2.000000,0.180644,1.501549,0.000000,0.000000,0.000000,0.000000
-3.800000,-32.399994,0,0.000000,0.000000,,,,1.980000,0.178420,1.497121,0.000000,0.000000,0.000000,0.000000
-3.800000,-32.200012,0,0.000000,0.000000,,,,2.120000,0.178403,1.486614,0.000000,0.000000,0.000000,0.000000
-3.800000,-32.000000,0,0.000000,0.000000,,,,2.140000,0.176334,1.481335,0.000000,0.000000,0.000000,0.000000
-3.600000,-38.600006,0,0.000000,0.000000,,,,1.450000,0.289752,1.784805,0.000000,0.000000,0.000000,0.000000
-3.600000,-38.399994,0,0.000000,0.000000,,,,1.610000,0.281734,1.769613,0.000000,0.000000,0.000000,0.000000
-3.600000,-38.200012,0,0.000000,0.000000,,,,1.740000,0.277686,1.730015,0.000000,0.000000,0.000000,0.000000
-3.600000,-38.000000,0,0.000000,0.000000,,,,1.830000,0.276373,1.678095,0.000000,0.000000,0.000000,0.000000
-3.600000,-32.799988,0,0.000000,0.000000,,,,2.070000,0.176641,1.508328,0.000000,0.000000,0.000000,0.000000
-3.600000,-32.600006,0,0.000000,0.000000,,,,2.020000,0.175778,1.503295,0.000000,0.000000,0.000000,0.000000
-3.600000,-32.399994,0,0.000000,0.000000,,,,2.000000,0.174168,1.497304,0.000000,0.000000,0.000000,0.000000
-3.600000,-32.200012,0,0.000000,0.000000,,,,2.080000,0.172518,1.490777,0.000000,0.000000,0.000000,0.000000
-3.600000,-32.000000,0,0.000000,0.000000,,,,2.140000,0.171446,1.484888,0.000000,0.000000,0.000000,0.000000
-3.400000,-38.799988,0,0.000000,0.000000,,,,1.600000,0.287466,1.759959,0.000000,0.000000,0.000000,0.000000
-3.400000,-38.600006,0,0.000000,0.000000,,,,1.710000,0.278273,1.737820,0.000000,0.000000,0.000000,0.000000
-3.400000,-38.399994,0,0.000000,0.000000,,,,1.800000,0.273267,1.707105,0.000000,0.000000,0.000000,0.000000
-3.400000,-38.200012,0,0.000000,0.000000,,,,1.860000,0.266918,1.671651,0.000000,0.000000,0.000000,0.000000
-3.400000,-32.399994,0,0.000000,0.000000,,,,2.040000,0.170854,1.499928,0.000000,0.000000,0.000000,0.000000
-3.200000,-39.200012,0,0.000000,0.000000,,,,1.350000,0.290907,1.774932,0.000000,0.000000,0.000000,0.000000
-3.200000,-39.000000,0,0.000000,0.000000,,,,1.630000,0.284611,1.737566,0.000000,0.000000,0.000000,0.000000
-3.200000,-38.799988,0,0.000000,0.000000,,,,1.780000,0.277220,1.704213,0.000000,0.000000,0.000000,0.000000
-3.200000,-38.600006,0,0.000000,0.000000,,,,1.860000,0.269571,1.666362,0.000000,0.000000,0.000000,0.000000
-3.000000,-39.399994,0,0.000000,0.000000,,,,1.510000,0.285497,1.803254,0.000000,0.000000,0.000000,0.000000
-3.000000,-39.200012,0,0.000000,0.000000,,,,1.680000,0.278600,1.733309,0.000000,0.000000,0.000000,0.000000
-3.000000,-39.000000,0,0.000000,0.000000,,,,1.830000,0.272225,1.680708,0.000000,0.000000,0.000000,0.000000
-3.000000,-38.799988,0,0.000000,0.000000,,,,1.880000,0.270362,1.646006,0.000000,0.000000,0.000000,0.000000
-2.800000,-41.600006,1,0.022600,0.030000,24.000000,1.000000,0.030900,0.900000,0.302969,2.004612,0.010204,0.023832,0.017018,0.017373
-2.800000,-41.399994,1,0.013200,0.030000,25.000000,1.000000,0.017100,1.020000,0.290566,2.015229,0.010204,0.013920,0.012062,0.012313
-2.800000,-41.200012,0,0.000000,0.000000,,,,1.290000,0.282763,2.013555,0.000000,0.000000,0.000000,0.000000
-2.800000,-41.000000,0,0.000000,0.000000,,,,1.230000,0.277108,2.007533,0.000000,0.000000,0.000000,0.000000
-2.800000,-40.799988,0,0.000000,0.000000,,,,1.150000,0.271163,1.997641,0.000000,0.000000,0.000000,0.000000
-2.800000,-40.600006,0,0.000000,0.000000,,,,1.150000,0.264294,1.984487,0.000000,0.000000,0.000000,0.000000
-2.800000,-40.399994,0,0.000000,0.000000,,,,1.300000,0.260045,1.956000,0.000000,0.000000,0.000000,0.000000
-2.800000,-40.200012,0,0.000000,0.000000,,,,1.420000,0.256324,1.943465,0.000000,0.000000,0.000000,0.000000
-2.800000,-40.000000,1,0.012100,0.030000,1.000000,1.000000,0.008500,1.510000,0.257942,1.948853,0.010204,0.012760,0.011482,0.011721
-2.800000,-39.799988,1,0.024100,0.030000,22.000000,1.000000,0.020500,1.600000,0.272707,1.899586,0.010204,0.025414,0.017809,0.018180
-2.800000,-39.600006,1,0.049100,0.030000,25.000000,1.000000,0.048900,1.690000,0.277403,1.832702,0.010204,0.051777,0.030990,0.031636
-2.800000,-39.399994,1,0.049800,0.030000,23.000000,1.000000,0.063500,1.760000,0.274029,1.764647,0.010204,0.052515,0.031360,0.032013
-2.800000,-39.200012,0,0.000000,0.000000,,,,1.850000,0.271023,1.691989,0.000000,0.000000,0.000000,0.000000
-2.600000,-42.399994,1,0.063700,0.030000,24.000000,2.000000,0.107100,1.300000,0.318687,1.975753,0.010204,0.067173,0.038688,0.039494
-2.600000,-42.200012,1,0.062300,0.030000,24.000000,2.000000,0.087200,1.270000,0.306793,1.951352,0.010204,0.065697,0.037950,0.038741
-2.600000,-42.000000,1,0.037600,0.030000,25.000000,1.000000,0.075600,1.250000,0.299628,1.930328,0.010204,0.039650,0.024927,0.025446
-2.600000,-41.799988,1,0.038500,0.030000,23.000000,1.000000,0.071800,1.280000,0.297077,1.928852,0.010204,0.040599,0.025402,0.025931
-2.600000,-41.600006,1,0.034700,0.030000,25.000000,1.000000,0.061200,1.470000,0.289877,1.934676,0.010204,0.036592,0.023398,0.023885
-2.600000,-41.399994,1,0.029900,0.030000,30.000000,1.000000,0.041700,1.294000,0.282455,1.938719,0.010204,0.031530,0.020867,0.021302
-2.600000,-41.200012,1,0.025900,0.030000,29.000000,1.000000,0.050300,1.630000,0.275338,1.937048,0.010204,0.027312,0.018758,0.019149
-2.600000,-41.000000,1,0.025900,0.030000,30.000000,1.000000,0.029500,1.550000,0.271859,1.940247,0.010204,0.027312,0.018758,0.019149
-2.600000,-40.799988,1,0.024400,0.030000,31.000000,1.000000,0.048900,1.450000,0.264979,1.934839,0.010204,0.025730,0.017967,0.018341
-2.600000,-40.600006,1,0.024300,0.030000,30.000000,1.000000,0.058000,1.730000,0.260878,1.928443,0.010204,0.025625,0.017914,0.018288
-2.600000,-40.399994,1,0.023400,0.030000,19.000000,1.000000,0.043200,1.760000,0.254669,1.917338,0.010204,0.024676,0.017440,0.017803
-2.600000,-40.200012,1,0.026500,0.030000,19.000000,1.000000,0.039300,1.770000,0.251462,1.902774,0.010204,0.027945,0.019074,0.019472
-2.600000,-40.000000,1,0.044200,0.030000,19.000000,1.000000,0.051400,1.760000,0.250493,1.873120,0.010204,0.046610,0.028407,0.028999
-2.600000,-39.799988,1,0.060300,0.030000,24.000000,1.000000,0.066700,1.770000,0.255257,1.825626,0.010204,0.063587,0.036896,0.037664
-2.600000,-39.600006,1,0.064400,0.030000,24.000000,1.000000,0.073000,1.800000,0.264964,1.768004,0.010204,0.067911,0.039058,0.039871
-2.400000,-44.200012,1,0.237300,0.030000,23.000000,2.000000,0.161800,0.690000,0.381012,2.614275,0.010204,0.250237,0.130221,0.132934
-2.400000,-44.000000,1,0.204400,0.030000,18.000000,2.000000,0.161200,0.900000,0.361947,3.150891,0.010204,0.215544,0.112874,0.115225
-2.400000,-43.000000,2,0.040000,0.060000,14.500000,1.500000,0.069500,1.210000,0.328682,2.001206,0.020408,0.042181,0.031294,0.031946
-2.400000,-42.799988,1,0.082100,0.030000,22.000000,2.000000,0.109900,1.490000,0.319491,1.955848,0.010204,0.086576,0.048390,0.049398
